field_key,base_field_key,is_disambiguated,canonical_field_key,canonical_note,alias_note,ui_section,ui_label,entity,data_type,unit_format,required,user_editable,derived,schema.table,column
assessment_year,assessment_year,False,assessment_year,,,Property > MF Property Details,,property,integer,,conditional,conditional,False,tbl_multifamily_property,assessment_year
avg_rent_per_unit,avg_rent_per_unit,False,avg_rent_per_unit,,,,,project,string,,conditional,conditional,False,tbl_project,avg_rent_per_unit
avg_sqft,avg_sqft,False,avg_sqft,,,Property > Comparable Rentals,,,string,,conditional,conditional,False,,
avg_square_feet,avg_square_feet,False,avg_square_feet,,,Property > Floor Plan Matrix,,unit_type,currency,,conditional,conditional,False,tbl_multifamily_unit_type,avg_square_feet
balcony_sf,balcony_sf,False,balcony_sf,,,Property > Rent Roll,,unit,decimal,sf,conditional,conditional,False,tbl_multifamily_unit,balcony_sf
base_rent_monthly,base_rent_monthly,False,current_market_rent,,,Property > Rent Roll,,lease,currency,USD/mo,conditional,conditional,False,tbl_multifamily_lease,base_rent_monthly
base_replacement_cost,base_replacement_cost,False,base_replacement_cost,,,Valuation > Cost Approach,,cost_approach,currency,,conditional,conditional,False,tbl_cost_approach,base_replacement_cost
building_area_sf,building_area_sf,False,building_area_sf,,,Valuation > Cost Approach,,cost_approach,decimal,sf,conditional,conditional,False,tbl_cost_approach,building_area_sf
building_count,building_count,False,building_count,,,,,project,string,,conditional,conditional,False,tbl_project,building_count
building_name,building_name,False,building_name,,,Property > Rent Roll,,unit,string,,conditional,conditional,False,tbl_multifamily_unit,building_name
building_sf,building_sf,False,building_sf,,,Valuation > Sales Comparables,,sales_comparable,decimal,sf,conditional,conditional,False,tbl_sales_comparables,building_sf
building_sf_gross,building_sf_gross,False,building_sf_gross,,,,,project,string,,conditional,conditional,False,tbl_project,building_sf_gross
building_sf_net,building_sf_net,False,building_sf_net,,,,,project,string,,conditional,conditional,False,tbl_project,building_sf_net
calculated_units,calculated_units,False,calculated_units,,,Project > Profile,,,string,,conditional,conditional,False,,
calculation_frequency,calculation_frequency,False,calculation_frequency,,,Project > Profile,,project,string,,conditional,conditional,False,tbl_project,calculation_frequency
cap_rate,cap_rate,False,cap_rate,,,Valuation > Sales Comparables,,sales_comparable,percent,,conditional,conditional,False,tbl_sales_comparables,cap_rate
cap_rate_comp__created_at,created_at,True,cap_rate_comp__created_at,,,Valuation > Cap Rate Comps,,cap_rate_comp,datetime,,False,False,False,tbl_cap_rate_comps,created_at
cap_rate_comp__created_at,created_at,True,cap_rate_comp__created_at,,,Valuation > Sales Comparables,,cap_rate_comp,datetime,,False,False,False,tbl_cap_rate_comps,created_at
