field_key,base_field_key,is_disambiguated,canonical_field_key,canonical_note,alias_note,ui_section,ui_label,entity,data_type,unit_format,required,user_editable,derived,schema.table,column
cap_rate_comp__created_at,created_at,True,cap_rate_comp__created_at,,,Operations > Operating Expenses,,cap_rate_comp,datetime,,False,False,False,tbl_cap_rate_comps,created_at
cap_rate_comp__created_at,created_at,True,cap_rate_comp__created_at,,,Valuation > Income Approach,,cap_rate_comp,datetime,,False,False,False,tbl_cap_rate_comps,created_at
cap_rate_comp__created_at,created_at,True,cap_rate_comp__created_at,,,Property > MF Property Details,,cap_rate_comp,datetime,,False,False,False,tbl_cap_rate_comps,created_at
cap_rate_comp__created_at,created_at,True,cap_rate_comp__created_at,,,Valuation > Cost Approach,,cap_rate_comp,datetime,,False,False,False,tbl_cap_rate_comps,created_at
cap_rate_comp__created_at,created_at,True,cap_rate_comp__created_at,,,Valuation > Reconciliation,,cap_rate_comp,datetime,,False,False,False,tbl_cap_rate_comps,created_at
cap_rate_comp__created_at,created_at,True,cap_rate_comp__created_at,,,Property > Rent Roll,,cap_rate_comp,datetime,,False,False,False,tbl_cap_rate_comps,created_at
cap_rate_comp__created_at,created_at,True,cap_rate_comp__created_at,,,Property > Floor Plan Matrix,,cap_rate_comp,datetime,,False,False,False,tbl_cap_rate_comps,created_at
cap_rate_comp__created_at,created_at,True,cap_rate_comp__created_at,,,Operations > Turns,,cap_rate_comp,datetime,,False,False,False,tbl_cap_rate_comps,created_at
cap_rate_comp__created_at,created_at,True,cap_rate_comp__created_at,,,Valuation > AI Suggestions,,cap_rate_comp,datetime,,False,False,False,tbl_cap_rate_comps,created_at
cap_rate_comp__created_at,created_at,True,cap_rate_comp__created_at,,,Project > Profile,,cap_rate_comp,datetime,,False,False,False,tbl_cap_rate_comps,created_at
cap_rate_comp__created_at,created_at,True,cap_rate_comp__created_at,,,Valuation > Adjustments,,cap_rate_comp,datetime,,False,False,False,tbl_cap_rate_comps,created_at
cap_rate_comp__income_approach_id,income_approach_id,True,cap_rate_comp__income_approach_id,,,Valuation > Cap Rate Comps,,cap_rate_comp,integer,,conditional,conditional,False,tbl_cap_rate_comps,income_approach_id
cap_rate_comp__income_approach_id,income_approach_id,True,cap_rate_comp__income_approach_id,,,Valuation > Income Approach,,cap_rate_comp,integer,,conditional,conditional,False,tbl_cap_rate_comps,income_approach_id
cap_rate_comp__notes,notes,True,cap_rate_comp__notes,,,Valuation > Cap Rate Comps,Notes,cap_rate_comp,string,,conditional,conditional,False,tbl_cap_rate_comps,notes
cap_rate_comp__notes,notes,True,cap_rate_comp__notes,,,Valuation > Sales Comparables,Notes,cap_rate_comp,string,,conditional,conditional,False,tbl_cap_rate_comps,notes
cap_rate_comp__notes,notes,True,cap_rate_comp__notes,,,Operations > Operating Expenses,Notes,cap_rate_comp,string,,conditional,conditional,False,tbl_cap_rate_comps,notes
cap_rate_comp__notes,notes,True,cap_rate_comp__notes,,,Property > Comparable Rentals,Notes,cap_rate_comp,string,,conditional,conditional,False,tbl_cap_rate_comps,notes
cap_rate_comp__notes,notes,True,cap_rate_comp__notes,,,Property > Floor Plan Matrix,Notes,cap_rate_comp,string,,conditional,conditional,False,tbl_cap_rate_comps,notes
cap_rate_comp__notes,notes,True,cap_rate_comp__notes,,,Operations > Turns,Notes,cap_rate_comp,string,,conditional,conditional,False,tbl_cap_rate_comps,notes
cap_rate_comp__notes,notes,True,cap_rate_comp__notes,,,Property > Rent Roll,Notes,cap_rate_comp,string,,conditional,conditional,False,tbl_cap_rate_comps,notes
cap_rate_comp__sale_date,sale_date,True,cap_rate_comp__sale_date,,,Valuation > Cap Rate Comps,,cap_rate_comp,date,,conditional,conditional,False,tbl_cap_rate_comps,sale_date
cap_rate_comp__sale_date,sale_date,True,cap_rate_comp__sale_date,,,Valuation > Sales Comparables,,cap_rate_comp,date,,conditional,conditional,False,tbl_cap_rate_comps,sale_date
cap_rate_comp__sale_price,sale_price,True,cap_rate_comp__sale_price,,,Valuation > Cap Rate Comps,,cap_rate_comp,currency,,conditional,conditional,False,tbl_cap_rate_comps,sale_price
cap_rate_comp__sale_price,sale_price,True,cap_rate_comp__sale_price,,,Valuation > Sales Comparables,,cap_rate_comp,currency,,conditional,conditional,False,tbl_cap_rate_comps,sale_price
cap_rate_comp_id,cap_rate_comp_id,False,cap_rate_comp_id,,,Valuation > Cap Rate Comps,,cap_rate_comp,integer,,conditional,conditional,False,tbl_cap_rate_comps,cap_rate_comp_id
cap_rate_current,cap_rate_current,False,cap_rate_current,,,Project > Profile,,project,currency,,conditional,conditional,False,tbl_project,cap_rate_current
cap_rate_going_in,cap_rate_going_in,False,cap_rate_going_in,,,,,project,string,,conditional,conditional,False,tbl_project,cap_rate_going_in
cap_rate_justification,cap_rate_justification,False,cap_rate_justification,,,Valuation > Income Approach,,income_approach,string,,conditional,conditional,False,tbl_income_approach,cap_rate_justification
cap_rate_proforma,cap_rate_proforma,False,cap_rate_proforma,,,Project > Profile,,project,percent,,conditional,conditional,False,tbl_project,cap_rate_proforma
carpet_flooring_cost,carpet_flooring_cost,False,carpet_flooring_cost,,,Operations > Turns,,turn,currency,,conditional,conditional,False,tbl_multifamily_turn,carpet_flooring_cost
category_id,category_id,False,category_id,,,Operations > Operating Expenses,,opex_category,integer,,conditional,conditional,False,core_unit_cost_category,category_id
category_name,category_name,False,category_name,,,Operations > Operating Expenses,,opex_category,string,,conditional,conditional,False,core_unit_cost_category,category_name
ceiling_height_ft,ceiling_height_ft,False,ceiling_height_ft,,,Property > Rent Roll,,unit,decimal,,conditional,conditional,False,tbl_multifamily_unit,ceiling_height_ft
cleaning_cost,cleaning_cost,False,cleaning_cost,,,Operations > Turns,,turn,currency,,conditional,conditional,False,tbl_multifamily_turn,cleaning_cost
collection_loss_pct,collection_loss_pct,False,collection_loss_pct,,,,,project,string,,conditional,conditional,False,tbl_project,collection_loss_pct
commercial_sf,commercial_sf,False,commercial_sf,,,Property > MF Property Details,,property,decimal,sf,conditional,conditional,False,tbl_multifamily_property,commercial_sf
commercial_type,commercial_type,False,commercial_type,,,Property > MF Property Details,,property,string,,conditional,conditional,False,tbl_multifamily_property,commercial_type
commercial_unit_count,commercial_unit_count,False,commercial_unit_count,,,Property > MF Property Details,,property,integer,units,conditional,conditional,False,tbl_multifamily_property,commercial_unit_count
comp_number,comp_number,False,comp_number,,,Valuation > Sales Comparables,,sales_comparable,integer,,conditional,conditional,False,tbl_sales_comparables,comp_number
concession_amount,concession_amount,False,concession_amount,,,Property > Rent Roll,,lease,currency,,conditional,conditional,False,tbl_multifamily_lease,concession_amount
concessions,concessions,False,concessions,,,Property > Comparable Rentals,,,string,,conditional,conditional,False,,
concessions_pct,concessions_pct,False,concessions_pct,,,,,project,string,,conditional,conditional,False,tbl_project,concessions_pct
confidence_level,confidence_level,False,confidence_level,,,Valuation > AI Suggestions,,ai_adjustment_suggestion,string,,conditional,conditional,False,tbl_ai_adjustment_suggestions,confidence_level
container_id,container_id,False,container_id,,,Property > Floor Plan Matrix,,unit_type,integer,,conditional,conditional,False,tbl_multifamily_unit_type,container_id
contract_services,contract_services,False,contract_services,,,,,project,string,,conditional,conditional,False,tbl_project,contract_services
contracted_services,contracted_services,False,contracted_services,,,Operations > Operating Expenses,Contracted Services,operating_expense,decimal,,False,True,False,tbl_operating_expenses,annual_amount
cost_approach__created_at,created_at,True,cost_approach__created_at,,,Valuation > Cap Rate Comps,,cost_approach,datetime,,False,False,False,tbl_cost_approach,created_at
cost_approach__created_at,created_at,True,cost_approach__created_at,,,Valuation > Sales Comparables,,cost_approach,datetime,,False,False,False,tbl_cost_approach,created_at
cost_approach__created_at,created_at,True,cost_approach__created_at,,,Operations > Operating Expenses,,cost_approach,datetime,,False,False,False,tbl_cost_approach,created_at
cost_approach__created_at,created_at,True,cost_approach__created_at,,,Valuation > Income Approach,,cost_approach,datetime,,False,False,False,tbl_cost_approach,created_at
cost_approach__created_at,created_at,True,cost_approach__created_at,,,Property > MF Property Details,,cost_approach,datetime,,False,False,False,tbl_cost_approach,created_at
cost_approach__created_at,created_at,True,cost_approach__created_at,,,Valuation > Cost Approach,,cost_approach,datetime,,False,False,False,tbl_cost_approach,created_at
cost_approach__created_at,created_at,True,cost_approach__created_at,,,Valuation > Reconciliation,,cost_approach,datetime,,False,False,False,tbl_cost_approach,created_at
cost_approach__created_at,created_at,True,cost_approach__created_at,,,Property > Rent Roll,,cost_approach,datetime,,False,False,False,tbl_cost_approach,created_at
cost_approach__created_at,created_at,True,cost_approach__created_at,,,Property > Floor Plan Matrix,,cost_approach,datetime,,False,False,False,tbl_cost_approach,created_at
cost_approach__created_at,created_at,True,cost_approach__created_at,,,Operations > Turns,,cost_approach,datetime,,False,False,False,tbl_cost_approach,created_at
cost_approach__created_at,created_at,True,cost_approach__created_at,,,Valuation > AI Suggestions,,cost_approach,datetime,,False,False,False,tbl_cost_approach,created_at
cost_approach__created_at,created_at,True,cost_approach__created_at,,,Project > Profile,,cost_approach,datetime,,False,False,False,tbl_cost_approach,created_at
cost_approach__created_at,created_at,True,cost_approach__created_at,,,Valuation > Adjustments,,cost_approach,datetime,,False,False,False,tbl_cost_approach,created_at
cost_approach__project_id,project_id,True,cost_approach__project_id,,,Valuation > Sales Comparables,,cost_approach,integer,,conditional,conditional,False,tbl_cost_approach,project_id
cost_approach__project_id,project_id,True,cost_approach__project_id,,,Operations > Operating Expenses,,cost_approach,integer,,conditional,conditional,False,tbl_cost_approach,project_id
cost_approach__project_id,project_id,True,cost_approach__project_id,,,Valuation > Income Approach,,cost_approach,integer,,conditional,conditional,False,tbl_cost_approach,project_id
cost_approach__project_id,project_id,True,cost_approach__project_id,,,Valuation > Cost Approach,,cost_approach,integer,,conditional,conditional,False,tbl_cost_approach,project_id
cost_approach__project_id,project_id,True,cost_approach__project_id,,,Property > MF Property Details,,cost_approach,integer,,conditional,conditional,False,tbl_cost_approach,project_id
cost_approach__project_id,project_id,True,cost_approach__project_id,,,Property > Rent Roll,,cost_approach,integer,,conditional,conditional,False,tbl_cost_approach,project_id
cost_approach__project_id,project_id,True,cost_approach__project_id,,,Property > Floor Plan Matrix,,cost_approach,integer,,conditional,conditional,False,tbl_cost_approach,project_id
cost_approach__project_id,project_id,True,cost_approach__project_id,,,Project > Profile,,cost_approach,integer,,conditional,conditional,False,tbl_cost_approach,project_id
cost_approach__project_id,project_id,True,cost_approach__project_id,,,Valuation > Reconciliation,,cost_approach,integer,,conditional,conditional,False,tbl_cost_approach,project_id
cost_approach__updated_at,updated_at,True,cost_approach__updated_at,,,Operations > Operating Expenses,,cost_approach,datetime,,False,False,False,tbl_cost_approach,updated_at
cost_approach__updated_at,updated_at,True,cost_approach__updated_at,,,Valuation > Sales Comparables,,cost_approach,datetime,,False,False,False,tbl_cost_approach,updated_at
cost_approach__updated_at,updated_at,True,cost_approach__updated_at,,,Valuation > Income Approach,,cost_approach,datetime,,False,False,False,tbl_cost_approach,updated_at
cost_approach__updated_at,updated_at,True,cost_approach__updated_at,,,Property > MF Property Details,,cost_approach,datetime,,False,False,False,tbl_cost_approach,updated_at
cost_approach__updated_at,updated_at,True,cost_approach__updated_at,,,Valuation > Cost Approach,,cost_approach,datetime,,False,False,False,tbl_cost_approach,updated_at
cost_approach__updated_at,updated_at,True,cost_approach__updated_at,,,Property > Rent Roll,,cost_approach,datetime,,False,False,False,tbl_cost_approach,updated_at
cost_approach__updated_at,updated_at,True,cost_approach__updated_at,,,Property > Floor Plan Matrix,,cost_approach,datetime,,False,False,False,tbl_cost_approach,updated_at
cost_approach__updated_at,updated_at,True,cost_approach__updated_at,,,Operations > Turns,,cost_approach,datetime,,False,False,False,tbl_cost_approach,updated_at
cost_approach__updated_at,updated_at,True,cost_approach__updated_at,,,Valuation > AI Suggestions,,cost_approach,datetime,,False,False,False,tbl_cost_approach,updated_at
cost_approach__updated_at,updated_at,True,cost_approach__updated_at,,,Project > Profile,,cost_approach,datetime,,False,False,False,tbl_cost_approach,updated_at
cost_approach__updated_at,updated_at,True,cost_approach__updated_at,,,Valuation > Reconciliation,,cost_approach,datetime,,False,False,False,tbl_cost_approach,updated_at
cost_approach_id,cost_approach_id,False,cost_approach_id,,,Valuation > Cost Approach,,cost_approach,integer,,conditional,conditional,False,tbl_cost_approach,cost_approach_id
cost_approach_value,cost_approach_value,False,cost_approach_value,,,Valuation > Reconciliation,,valuation_reconciliation,currency,,conditional,conditional,False,tbl_valuation_reconciliation,cost_approach_value
cost_approach_weight,cost_approach_weight,False,cost_approach_weight,,,Valuation > Reconciliation,,valuation_reconciliation,currency,,conditional,conditional,False,tbl_valuation_reconciliation,cost_approach_weight
cost_method,cost_method,False,cost_method,,,Valuation > Cost Approach,,cost_approach,string,,conditional,conditional,False,tbl_cost_approach,cost_method
cost_method_display,cost_method_display,False,cost_method_display,,,,,,string,,conditional,conditional,True,,
cost_of_capital_pct,cost_of_capital_pct,False,cost_of_capital_pct,,,Project > Profile,,project,currency,,conditional,conditional,False,tbl_project,cost_of_capital_pct
cost_per_sf,cost_per_sf,False,cost_per_sf,,,Valuation > Cost Approach,,cost_approach,currency,USD/sf,conditional,conditional,False,tbl_cost_approach,cost_per_sf
country,country,False,country,,,Project > Profile,,project,string,,conditional,conditional,False,tbl_project,country
county,county,False,county,,,Project > Profile,,project,string,,conditional,conditional,False,tbl_project,county
covered_spaces,covered_spaces,False,covered_spaces,,,Property > MF Property Details,,property,integer,,conditional,conditional,False,tbl_multifamily_property,covered_spaces
current_egi,current_egi,False,current_egi,,,Project > Profile,,project,currency,,conditional,conditional,False,tbl_project,current_egi
current_gpi,current_gpi,False,current_gpi,,,Project > Profile,,project,currency,,conditional,conditional,False,tbl_project,current_gpi
current_gpr,current_gpr,False,current_gpr,,,Project > Profile,,project,currency,,conditional,conditional,False,tbl_project,current_gpr
current_lease,current_lease,False,current_lease,,,,,,string,,conditional,conditional,True,,
current_market_rent,current_market_rent,False,current_market_rent,,,Property > Floor Plan Matrix,,unit_type,currency,,conditional,conditional,False,tbl_multifamily_unit_type,current_market_rent
current_noi,current_noi,False,current_noi,,,Project > Profile,,project,currency,,conditional,conditional,False,tbl_project,current_noi
current_opex,current_opex,False,current_opex,,,Project > Profile,,project,currency,,conditional,conditional,False,tbl_project,current_opex
current_other_income,current_other_income,False,current_other_income,,,Project > Profile,,project,currency,,conditional,conditional,False,tbl_project,current_other_income
current_rent_psf,current_rent_psf,False,current_rent_psf,,,Property > Rent Roll,,unit,currency,USD/sf,conditional,conditional,False,tbl_multifamily_unit,current_rent_psf
current_vacancy_rate,current_vacancy_rate,False,current_vacancy_rate,,,Project > Profile,,project,currency,,conditional,conditional,False,tbl_project,current_vacancy_rate
current_zoning,current_zoning,False,current_zoning,,,,,project,string,,conditional,conditional,False,tbl_project,current_zoning
data_source,data_source,False,data_source,,,Property > Comparable Rentals,,,string,,conditional,conditional,False,,
dcf_value,dcf_value,False,dcf_value,,,Valuation > Income Approach,,income_approach,currency,,conditional,conditional,False,tbl_income_approach,dcf_value
deposit,deposit,False,deposit,,,Property > Rent Roll,Deposit,lease,currency,,conditional,conditional,False,tbl_multifamily_lease,security_deposit
depreciated_improvements,depreciated_improvements,False,depreciated_improvements,,,Valuation > Cost Approach,,cost_approach,decimal,,conditional,conditional,False,tbl_cost_approach,depreciated_improvements
description,description,False,description,,,Project > Profile,,project,string,,conditional,conditional,False,tbl_project,description
developer_owner,developer_owner,False,developer_owner,,,Project > Profile,,project,string,,conditional,conditional,False,tbl_project,developer_owner
direct_assessments_annual,direct_assessments_annual,False,direct_assessments_annual,,,Property > MF Property Details,,property,decimal,,conditional,conditional,False,tbl_multifamily_property,direct_assessments_annual
direct_cap_value,direct_cap_value,False,direct_cap_value,,,Valuation > Income Approach,,income_approach,currency,,conditional,conditional,False,tbl_income_approach,direct_cap_value
discount_rate,discount_rate,False,discount_rate,,,Valuation > Income Approach,,income_approach,percent,,conditional,conditional,False,tbl_income_approach,discount_rate
discount_rate_pct,discount_rate_pct,False,discount_rate_pct,,,Project > Profile,,project,percent,,conditional,conditional,False,tbl_project,discount_rate_pct
display_order,display_order,False,display_order,,,Project > Profile,,msa,integer,,conditional,conditional,False,tbl_msa,display_order
distance_from_subject,distance_from_subject,False,distance_from_subject,,,Valuation > Sales Comparables,,sales_comparable,string,,conditional,conditional,False,tbl_sales_comparables,distance_from_subject
distance_miles,distance_miles,False,distance_miles,,,Property > Comparable Rentals,,,string,,conditional,conditional,False,,
dscr,dscr,False,dscr,,,,,project,string,,conditional,conditional,False,tbl_project,dscr
effective_gross_income,effective_gross_income,False,effective_gross_income,,,,,project,string,,conditional,conditional,False,tbl_project,effective_gross_income
effective_rent,effective_rent,False,effective_rent,,,Property > Comparable Rentals,,,string,,conditional,conditional,False,,
effective_rent_monthly,effective_rent_monthly,False,effective_rent_monthly,,,Property > Rent Roll,,lease,currency,USD/mo,conditional,conditional,False,tbl_multifamily_lease,effective_rent_monthly
electric_metered_individually,electric_metered_individually,False,electric_metered_individually,,,Property > MF Property Details,,property,boolean,,conditional,conditional,False,tbl_multifamily_property,electric_metered_individually
electrical_service,electrical_service,False,electrical_service,,,Operations > Operating Expenses,Electrical Service,operating_expense,decimal,,False,True,False,tbl_operating_expenses,annual_amount
energy_star_certified,energy_star_certified,False,energy_star_certified,,,Property > MF Property Details,,property,boolean,,conditional,conditional,False,tbl_multifamily_property,energy_star_certified
entrepreneurial_incentive_pct,entrepreneurial_incentive_pct,False,entrepreneurial_incentive_pct,,,Valuation > Cost Approach,,cost_approach,percent,,conditional,conditional,False,tbl_cost_approach,entrepreneurial_incentive_pct
escalation_rate,escalation_rate,False,escalation_rate,,,Operations > Operating Expenses,,operating_expense,percent,,conditional,conditional,False,tbl_operating_expenses,escalation_rate
escalation_type,escalation_type,False,escalation_type,,,Operations > Operating Expenses,,operating_expense,string,,conditional,conditional,False,tbl_operating_expenses,escalation_type
ev_charging_spaces,ev_charging_spaces,False,ev_charging_spaces,,,Property > MF Property Details,,property,integer,,conditional,conditional,False,tbl_multifamily_property,ev_charging_spaces
exemption_reason,exemption_reason,False,exemption_reason,,,Property > MF Property Details,,property,string,,conditional,conditional,False,tbl_multifamily_property,exemption_reason
existing_land_use,existing_land_use,False,existing_land_use,,,Project > Profile,,project,string,,conditional,conditional,False,tbl_project,existing_land_use
exit_cap_rate,exit_cap_rate,False,exit_cap_rate,,,,,project,string,,conditional,conditional,False,tbl_project,exit_cap_rate
expense_category,expense_category,False,expense_category,,,Operations > Operating Expenses,,operating_expense,string,,conditional,conditional,False,tbl_operating_expenses,expense_category
expense_ratio_pct,expense_ratio_pct,False,expense_ratio_pct,,,,,project,string,,conditional,conditional,False,tbl_project,expense_ratio_pct
expense_type,expense_type,False,expense_type,,,Operations > Operating Expenses,,operating_expense,string,,conditional,conditional,False,tbl_operating_expenses,expense_type
external_obsolescence,external_obsolescence,False,external_obsolescence,,,Valuation > Cost Approach,,cost_approach,decimal,,conditional,conditional,False,tbl_cost_approach,external_obsolescence
final_reconciled_value,final_reconciled_value,False,final_reconciled_value,,,Valuation > Reconciliation,,valuation_reconciliation,currency,,conditional,conditional,False,tbl_valuation_reconciliation,final_reconciled_value
financial_model_type,financial_model_type,False,financial_model_type,,,Project > Profile,,project,string,,conditional,conditional,False,tbl_project,financial_model_type
flood_insurance,flood_insurance,False,flood_insurance,,,Operations > Operating Expenses,Flood Insurance,operating_expense,currency,,False,True,False,tbl_operating_expenses,annual_amount
floor_plan,floor_plan,False,floor_plan,,,Property > Rent Roll,Plan,,string,,conditional,conditional,True,,
floorplan_doc_id,floorplan_doc_id,False,floorplan_doc_id,,,Property > Floor Plan Matrix,,unit_type,integer,,conditional,conditional,False,tbl_multifamily_unit_type,floorplan_doc_id
forecast_period_years,forecast_period_years,False,forecast_period_years,,,Valuation > Income Approach,,income_approach,integer,,conditional,conditional,False,tbl_income_approach,forecast_period_years
functional_curable,functional_curable,False,functional_curable,,,Valuation > Cost Approach,,cost_approach,decimal,,conditional,conditional,False,tbl_cost_approach,functional_curable
functional_incurable,functional_incurable,False,functional_incurable,,,Valuation > Cost Approach,,cost_approach,decimal,,conditional,conditional,False,tbl_cost_approach,functional_incurable
garage_spaces,garage_spaces,False,garage_spaces,,,Property > MF Property Details,,property,integer,,conditional,conditional,False,tbl_multifamily_property,garage_spaces
gas_electric,gas_electric,False,gas_electric,,,Operations > Operating Expenses,Gas & Electric,operating_expense,decimal,,False,True,False,tbl_operating_expenses,annual_amount
gas_metered_individually,gas_metered_individually,False,gas_metered_individually,,,Property > MF Property Details,,property,boolean,,conditional,conditional,False,tbl_multifamily_property,gas_metered_individually
general_plan_designation,general_plan_designation,False,general_plan_designation,,,,,project,string,,conditional,conditional,False,tbl_project,general_plan_designation
general_repairs,general_repairs,False,general_repairs,,,Operations > Operating Expenses,General Repairs,operating_expense,decimal,,False,True,False,tbl_operating_expenses,annual_amount
gis_metadata,gis_metadata,False,gis_metadata,,,Project > Profile,,project,json,,conditional,conditional,False,tbl_project,gis_metadata
grm,grm,False,grm,,,Valuation > Sales Comparables,,sales_comparable,decimal,,conditional,conditional,False,tbl_sales_comparables,grm
gross_acres,gross_acres,False,gross_acres,,,Project > Profile,,,string,,conditional,conditional,False,,
gross_potential_rent,gross_potential_rent,False,gross_potential_rent,,,,,project,string,,conditional,conditional,False,tbl_project,gross_potential_rent
gross_rent_multiplier,gross_rent_multiplier,False,gross_rent_multiplier,,,,,project,string,,conditional,conditional,False,tbl_project,gross_rent_multiplier
gross_sf,gross_sf,False,gross_sf,,,Project > Profile,,project,decimal,sf,conditional,conditional,False,tbl_project,gross_sf
has_balcony,has_balcony,False,has_balcony,,,Property > Rent Roll,,unit,boolean,,conditional,conditional,False,tbl_multifamily_unit,has_balcony
has_commercial_space,has_commercial_space,False,has_commercial_space,,,Property > MF Property Details,,property,boolean,,conditional,conditional,False,tbl_multifamily_property,has_commercial_space
has_ev_charging,has_ev_charging,False,has_ev_charging,,,Property > MF Property Details,,property,boolean,,conditional,conditional,False,tbl_multifamily_property,has_ev_charging
has_manager_unit,has_manager_unit,False,has_manager_unit,,,Property > MF Property Details,,property,boolean,,conditional,conditional,False,tbl_multifamily_property,has_manager_unit
has_patio,has_patio,False,has_patio,,,Property > Rent Roll,,unit,boolean,,conditional,conditional,False,tbl_multifamily_unit,has_patio
has_section8_units,has_section8_units,False,has_section8_units,,,Property > MF Property Details,,property,boolean,,conditional,conditional,False,tbl_multifamily_property,has_section8_units
has_solar_panels,has_solar_panels,False,has_solar_panels,,,Property > MF Property Details,,property,boolean,,conditional,conditional,False,tbl_multifamily_property,has_solar_panels
has_tankless_water_heaters,has_tankless_water_heaters,False,has_tankless_water_heaters,,,Property > MF Property Details,,property,boolean,,conditional,conditional,False,tbl_multifamily_property,has_tankless_water_heaters
hvac_service,hvac_service,False,hvac_service,,,Operations > Operating Expenses,HVAC Service,operating_expense,decimal,,False,True,False,tbl_operating_expenses,annual_amount
implied_cap_rate,implied_cap_rate,False,implied_cap_rate,,,Valuation > Cap Rate Comps,,cap_rate_comp,percent,,conditional,conditional,False,tbl_cap_rate_comps,implied_cap_rate
in_place_rent_monthly,in_place_rent_monthly,False,in_place_rent_monthly,,,,,project,string,,conditional,conditional,False,tbl_project,in_place_rent_monthly
income_approach__created_at,created_at,True,income_approach__created_at,,,Valuation > Cap Rate Comps,,income_approach,datetime,,False,False,False,tbl_income_approach,created_at
income_approach__created_at,created_at,True,income_approach__created_at,,,Valuation > Sales Comparables,,income_approach,datetime,,False,False,False,tbl_income_approach,created_at
income_approach__created_at,created_at,True,income_approach__created_at,,,Operations > Operating Expenses,,income_approach,datetime,,False,False,False,tbl_income_approach,created_at
income_approach__created_at,created_at,True,income_approach__created_at,,,Valuation > Income Approach,,income_approach,datetime,,False,False,False,tbl_income_approach,created_at
income_approach__created_at,created_at,True,income_approach__created_at,,,Property > MF Property Details,,income_approach,datetime,,False,False,False,tbl_income_approach,created_at
income_approach__created_at,created_at,True,income_approach__created_at,,,Valuation > Cost Approach,,income_approach,datetime,,False,False,False,tbl_income_approach,created_at
income_approach__created_at,created_at,True,income_approach__created_at,,,Valuation > Reconciliation,,income_approach,datetime,,False,False,False,tbl_income_approach,created_at
income_approach__created_at,created_at,True,income_approach__created_at,,,Property > Rent Roll,,income_approach,datetime,,False,False,False,tbl_income_approach,created_at
income_approach__created_at,created_at,True,income_approach__created_at,,,Property > Floor Plan Matrix,,income_approach,datetime,,False,False,False,tbl_income_approach,created_at
income_approach__created_at,created_at,True,income_approach__created_at,,,Operations > Turns,,income_approach,datetime,,False,False,False,tbl_income_approach,created_at
income_approach__created_at,created_at,True,income_approach__created_at,,,Valuation > AI Suggestions,,income_approach,datetime,,False,False,False,tbl_income_approach,created_at
income_approach__created_at,created_at,True,income_approach__created_at,,,Project > Profile,,income_approach,datetime,,False,False,False,tbl_income_approach,created_at
income_approach__created_at,created_at,True,income_approach__created_at,,,Valuation > Adjustments,,income_approach,datetime,,False,False,False,tbl_income_approach,created_at
income_approach__income_approach_id,income_approach_id,True,income_approach__income_approach_id,,,Valuation > Cap Rate Comps,,income_approach,integer,,conditional,conditional,False,tbl_income_approach,income_approach_id
income_approach__income_approach_id,income_approach_id,True,income_approach__income_approach_id,,,Valuation > Income Approach,,income_approach,integer,,conditional,conditional,False,tbl_income_approach,income_approach_id
income_approach__project_id,project_id,True,income_approach__project_id,,,Valuation > Sales Comparables,,income_approach,integer,,conditional,conditional,False,tbl_income_approach,project_id
income_approach__project_id,project_id,True,income_approach__project_id,,,Operations > Operating Expenses,,income_approach,integer,,conditional,conditional,False,tbl_income_approach,project_id
income_approach__project_id,project_id,True,income_approach__project_id,,,Valuation > Income Approach,,income_approach,integer,,conditional,conditional,False,tbl_income_approach,project_id
income_approach__project_id,project_id,True,income_approach__project_id,,,Valuation > Cost Approach,,income_approach,integer,,conditional,conditional,False,tbl_income_approach,project_id
income_approach__project_id,project_id,True,income_approach__project_id,,,Property > MF Property Details,,income_approach,integer,,conditional,conditional,False,tbl_income_approach,project_id
income_approach__project_id,project_id,True,income_approach__project_id,,,Property > Rent Roll,,income_approach,integer,,conditional,conditional,False,tbl_income_approach,project_id
income_approach__project_id,project_id,True,income_approach__project_id,,,Property > Floor Plan Matrix,,income_approach,integer,,conditional,conditional,False,tbl_income_approach,project_id
income_approach__project_id,project_id,True,income_approach__project_id,,,Project > Profile,,income_approach,integer,,conditional,conditional,False,tbl_income_approach,project_id
income_approach__project_id,project_id,True,income_approach__project_id,,,Valuation > Reconciliation,,income_approach,integer,,conditional,conditional,False,tbl_income_approach,project_id
income_approach__updated_at,updated_at,True,income_approach__updated_at,,,Operations > Operating Expenses,,income_approach,datetime,,False,False,False,tbl_income_approach,updated_at
income_approach__updated_at,updated_at,True,income_approach__updated_at,,,Valuation > Sales Comparables,,income_approach,datetime,,False,False,False,tbl_income_approach,updated_at
income_approach__updated_at,updated_at,True,income_approach__updated_at,,,Valuation > Income Approach,,income_approach,datetime,,False,False,False,tbl_income_approach,updated_at
income_approach__updated_at,updated_at,True,income_approach__updated_at,,,Property > MF Property Details,,income_approach,datetime,,False,False,False,tbl_income_approach,updated_at
income_approach__updated_at,updated_at,True,income_approach__updated_at,,,Valuation > Cost Approach,,income_approach,datetime,,False,False,False,tbl_income_approach,updated_at
income_approach__updated_at,updated_at,True,income_approach__updated_at,,,Property > Rent Roll,,income_approach,datetime,,False,False,False,tbl_income_approach,updated_at
income_approach__updated_at,updated_at,True,income_approach__updated_at,,,Property > Floor Plan Matrix,,income_approach,datetime,,False,False,False,tbl_income_approach,updated_at
income_approach__updated_at,updated_at,True,income_approach__updated_at,,,Operations > Turns,,income_approach,datetime,,False,False,False,tbl_income_approach,updated_at
